"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2013","Portugal","Syria","Total","Total","Asylum applicant","Person","145",""
"2013","Portugal","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Romania","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2013","Romania","Afghanistan","Total","Total","Asylum applicant","Person","40",""
"2013","Romania","Iraq","Total","Total","Asylum applicant","Person","45",""
"2013","Romania","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Romania","Syria","Total","Total","Asylum applicant","Person","1,010",""
"2013","Romania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Sweden","Ukraine","Total","Total","Asylum applicant","Person","170",""
"2013","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","3,025",""
"2013","Sweden","Iraq","Total","Total","Asylum applicant","Person","1,480",""
"2013","Sweden","Libya","Total","Total","Asylum applicant","Person","405",""
"2013","Sweden","Syria","Total","Total","Asylum applicant","Person","16,540",""
"2013","Sweden","Yemen","Total","Total","Asylum applicant","Person","205",""
"2013","Slovenia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2013","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","20",""
"2013","Slovenia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2013","Slovenia","Libya","Total","Total","Asylum applicant","Person","0",""
"2013","Slovenia","Syria","Total","Total","Asylum applicant","Person","60",""
"2013","Slovenia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","Slovakia","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2013","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","110",""
"2013","Slovakia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2013","Slovakia","Libya","Total","Total","Asylum applicant","Person","5",""
"2013","Slovakia","Syria","Total","Total","Asylum applicant","Person","10",""
"2013","Slovakia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2013","United Kingdom","Ukraine","Total","Total","Asylum applicant","Person","75",""
"2013","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","1,585",""
"2013","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","480",""
"2013","United Kingdom","Libya","Total","Total","Asylum applicant","Person","510",""
"2013","United Kingdom","Syria","Total","Total","Asylum applicant","Person","2,030",""
"2013","United Kingdom","Yemen","Total","Total","Asylum applicant","Person","65",""
"2014","Austria","Ukraine","Total","Total","Asylum applicant","Person","455",""
"2014","Austria","Afghanistan","Total","Total","Asylum applicant","Person","5,075",""
"2014","Austria","Iraq","Total","Total","Asylum applicant","Person","1,105",""
"2014","Austria","Libya","Total","Total","Asylum applicant","Person","105",""
"2014","Austria","Syria","Total","Total","Asylum applicant","Person","7,730",""
"2014","Austria","Yemen","Total","Total","Asylum applicant","Person","20",""
"2014","Belgium","Ukraine","Total","Total","Asylum applicant","Person","570",""
"2014","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","2,330",""
"2014","Belgium","Iraq","Total","Total","Asylum applicant","Person","1,395",""
"2014","Belgium","Libya","Total","Total","Asylum applicant","Person","65",""
"2014","Belgium","Syria","Total","Total","Asylum applicant","Person","2,705",""
"2014","Belgium","Yemen","Total","Total","Asylum applicant","Person","20",""
"2014","Bulgaria","Ukraine","Total","Total","Asylum applicant","Person","40",""
"2014","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","2,965",""
"2014","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","610",""
"2014","Bulgaria","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Bulgaria","Syria","Total","Total","Asylum applicant","Person","6,245",""
"2014","Bulgaria","Yemen","Total","Total","Asylum applicant","Person","10",""
"2014","Switzerland","Ukraine","Total","Total","Asylum applicant","Person","210",""
"2014","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","750",""
"2014","Switzerland","Iraq","Total","Total","Asylum applicant","Person","365",""
"2014","Switzerland","Libya","Total","Total","Asylum applicant","Person","170",""
"2014","Switzerland","Syria","Total","Total","Asylum applicant","Person","3,820",""
"2014","Switzerland","Yemen","Total","Total","Asylum applicant","Person","45",""
"2014","Cyprus","Ukraine","Total","Total","Asylum applicant","Person","95",""
"2014","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2014","Cyprus","Iraq","Total","Total","Asylum applicant","Person","25",""
"2014","Cyprus","Libya","Total","Total","Asylum applicant","Person","0",""
"2014","Cyprus","Syria","Total","Total","Asylum applicant","Person","995",""
"2014","Cyprus","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Czech Republic","Ukraine","Total","Total","Asylum applicant","Person","515",""
"2014","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2014","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","20",""
"2014","Czech Republic","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Czech Republic","Syria","Total","Total","Asylum applicant","Person","110",""
"2014","Czech Republic","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Germany (until 1990 former territory of the FRG)","Ukraine","Total","Total","Asylum applicant","Person","2,705",""
"2014","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","9,675",""
"2014","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","9,495",""
"2014","Germany (until 1990 former territory of the FRG)","Libya","Total","Total","Asylum applicant","Person","630",""
"2014","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","41,100",""
"2014","Germany (until 1990 former territory of the FRG)","Yemen","Total","Total","Asylum applicant","Person","150",""
"2014","Denmark","Ukraine","Total","Total","Asylum applicant","Person","135",""
"2014","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","315",""
"2014","Denmark","Iraq","Total","Total","Asylum applicant","Person","145",""
"2014","Denmark","Libya","Total","Total","Asylum applicant","Person","50",""
"2014","Denmark","Syria","Total","Total","Asylum applicant","Person","7,210",""
"2014","Denmark","Yemen","Total","Total","Asylum applicant","Person","5",""
"2014","Estonia","Ukraine","Total","Total","Asylum applicant","Person","60",""
"2014","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2014","Estonia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2014","Estonia","Libya","Total","Total","Asylum applicant","Person","0",""
"2014","Estonia","Syria","Total","Total","Asylum applicant","Person","5",""
"2014","Estonia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Greece","Ukraine","Total","Total","Asylum applicant","Person","110",""
"2014","Greece","Afghanistan","Total","Total","Asylum applicant","Person","1,710",""
"2014","Greece","Iraq","Total","Total","Asylum applicant","Person","175",""
"2014","Greece","Libya","Total","Total","Asylum applicant","Person","15",""
"2014","Greece","Syria","Total","Total","Asylum applicant","Person","785",""
"2014","Greece","Yemen","Total","Total","Asylum applicant","Person","10",""
"2014","Spain","Ukraine","Total","Total","Asylum applicant","Person","895",""
"2014","Spain","Afghanistan","Total","Total","Asylum applicant","Person","95",""
"2014","Spain","Iraq","Total","Total","Asylum applicant","Person","115",""
"2014","Spain","Libya","Total","Total","Asylum applicant","Person","40",""
"2014","Spain","Syria","Total","Total","Asylum applicant","Person","1,510",""
"2014","Spain","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","European Union (28 countries)","Ukraine","Total","Total","Asylum applicant","Person","14,060",""
"2014","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","41,405",""
"2014","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","21,365",""
"2014","European Union (28 countries)","Libya","Total","Total","Asylum applicant","Person","3,305",""
"2014","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","122,065",""
"2014","European Union (28 countries)","Yemen","Total","Total","Asylum applicant","Person","670",""
"2014","Finland","Ukraine","Total","Total","Asylum applicant","Person","300",""
"2014","Finland","Afghanistan","Total","Total","Asylum applicant","Person","205",""
"2014","Finland","Iraq","Total","Total","Asylum applicant","Person","820",""
"2014","Finland","Libya","Total","Total","Asylum applicant","Person","35",""
"2014","Finland","Syria","Total","Total","Asylum applicant","Person","150",""
"2014","Finland","Yemen","Total","Total","Asylum applicant","Person","5",""
"2014","France","Ukraine","Total","Total","Asylum applicant","Person","1,425",""
"2014","France","Afghanistan","Total","Total","Asylum applicant","Person","635",""
"2014","France","Iraq","Total","Total","Asylum applicant","Person","900",""
"2014","France","Libya","Total","Total","Asylum applicant","Person","280",""
"2014","France","Syria","Total","Total","Asylum applicant","Person","2,845",""
"2014","France","Yemen","Total","Total","Asylum applicant","Person","30",""
"2014","Croatia","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2014","Croatia","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2014","Croatia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2014","Croatia","Libya","Total","Total","Asylum applicant","Person","10",""
"2014","Croatia","Syria","Total","Total","Asylum applicant","Person","65",""
"2014","Croatia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Hungary","Ukraine","Total","Total","Asylum applicant","Person","35",""
"2014","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","8,795",""
"2014","Hungary","Iraq","Total","Total","Asylum applicant","Person","495",""
"2014","Hungary","Libya","Total","Total","Asylum applicant","Person","20",""
"2014","Hungary","Syria","Total","Total","Asylum applicant","Person","6,855",""
"2014","Hungary","Yemen","Total","Total","Asylum applicant","Person","15",""
"2014","Ireland","Ukraine","Total","Total","Asylum applicant","Person","50",""
"2014","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","25",""
"2014","Ireland","Iraq","Total","Total","Asylum applicant","Person","25",""
"2014","Ireland","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Ireland","Syria","Total","Total","Asylum applicant","Person","25",""
"2014","Ireland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Iceland","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2014","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2014","Iceland","Iraq","Total","Total","Asylum applicant","Person","10",""
"2014","Iceland","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Iceland","Syria","Total","Total","Asylum applicant","Person","5",""
"2014","Iceland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Italy","Ukraine","Total","Total","Asylum applicant","Person","2,080",""
"2014","Italy","Afghanistan","Total","Total","Asylum applicant","Person","3,120",""
"2014","Italy","Iraq","Total","Total","Asylum applicant","Person","790",""
"2014","Italy","Libya","Total","Total","Asylum applicant","Person","100",""
"2014","Italy","Syria","Total","Total","Asylum applicant","Person","505",""
"2014","Italy","Yemen","Total","Total","Asylum applicant","Person","15",""
"2014","Liechtenstein","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2014","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2014","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","0",""
"2014","Liechtenstein","Libya","Total","Total","Asylum applicant","Person","0",""
"2014","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2014","Liechtenstein","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Lithuania","Ukraine","Total","Total","Asylum applicant","Person","70",""
"2014","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","85",""
"2014","Lithuania","Iraq","Total","Total","Asylum applicant","Person","5",""
"2014","Lithuania","Libya","Total","Total","Asylum applicant","Person","0",""
"2014","Lithuania","Syria","Total","Total","Asylum applicant","Person","15",""
"2014","Lithuania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Luxembourg","Ukraine","Total","Total","Asylum applicant","Person","25",""
"2014","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2014","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","15",""
"2014","Luxembourg","Libya","Total","Total","Asylum applicant","Person","10",""
"2014","Luxembourg","Syria","Total","Total","Asylum applicant","Person","95",""
"2014","Luxembourg","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Latvia","Ukraine","Total","Total","Asylum applicant","Person","75",""
"2014","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2014","Latvia","Iraq","Total","Total","Asylum applicant","Person","20",""
"2014","Latvia","Libya","Total","Total","Asylum applicant","Person","0",""
"2014","Latvia","Syria","Total","Total","Asylum applicant","Person","35",""
"2014","Latvia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Malta","Ukraine","Total","Total","Asylum applicant","Person","40",""
"2014","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2014","Malta","Iraq","Total","Total","Asylum applicant","Person","5",""
"2014","Malta","Libya","Total","Total","Asylum applicant","Person","420",""
"2014","Malta","Syria","Total","Total","Asylum applicant","Person","305",""
"2014","Malta","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Netherlands","Ukraine","Total","Total","Asylum applicant","Person","265",""
"2014","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","880",""
"2014","Netherlands","Iraq","Total","Total","Asylum applicant","Person","1,320",""
"2014","Netherlands","Libya","Total","Total","Asylum applicant","Person","160",""
"2014","Netherlands","Syria","Total","Total","Asylum applicant","Person","8,790",""
"2014","Netherlands","Yemen","Total","Total","Asylum applicant","Person","40",""
"2014","Norway","Ukraine","Total","Total","Asylum applicant","Person","130",""
"2014","Norway","Afghanistan","Total","Total","Asylum applicant","Person","580",""
"2014","Norway","Iraq","Total","Total","Asylum applicant","Person","185",""
"2014","Norway","Libya","Total","Total","Asylum applicant","Person","100",""
"2014","Norway","Syria","Total","Total","Asylum applicant","Person","2,000",""
"2014","Norway","Yemen","Total","Total","Asylum applicant","Person","35",""
"2014","Poland","Ukraine","Total","Total","Asylum applicant","Person","2,275",""
"2014","Poland","Afghanistan","Total","Total","Asylum applicant","Person","35",""
"2014","Poland","Iraq","Total","Total","Asylum applicant","Person","25",""
"2014","Poland","Libya","Total","Total","Asylum applicant","Person","15",""
"2014","Poland","Syria","Total","Total","Asylum applicant","Person","115",""
"2014","Poland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Portugal","Ukraine","Total","Total","Asylum applicant","Person","155",""
"2014","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2014","Portugal","Iraq","Total","Total","Asylum applicant","Person","5",""
"2014","Portugal","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Portugal","Syria","Total","Total","Asylum applicant","Person","20",""
"2014","Portugal","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Romania","Ukraine","Total","Total","Asylum applicant","Person","35",""
"2014","Romania","Afghanistan","Total","Total","Asylum applicant","Person","280",""
"2014","Romania","Iraq","Total","Total","Asylum applicant","Person","210",""
"2014","Romania","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Romania","Syria","Total","Total","Asylum applicant","Person","615",""
"2014","Romania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Sweden","Ukraine","Total","Total","Asylum applicant","Person","1,320",""
"2014","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","3,105",""
"2014","Sweden","Iraq","Total","Total","Asylum applicant","Person","2,665",""
"2014","Sweden","Libya","Total","Total","Asylum applicant","Person","585",""
"2014","Sweden","Syria","Total","Total","Asylum applicant","Person","30,750",""
"2014","Sweden","Yemen","Total","Total","Asylum applicant","Person","240",""
"2014","Slovenia","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2014","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","75",""
"2014","Slovenia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2014","Slovenia","Libya","Total","Total","Asylum applicant","Person","0",""
"2014","Slovenia","Syria","Total","Total","Asylum applicant","Person","90",""
"2014","Slovenia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","Slovakia","Ukraine","Total","Total","Asylum applicant","Person","25",""
"2014","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","95",""
"2014","Slovakia","Iraq","Total","Total","Asylum applicant","Person","5",""
"2014","Slovakia","Libya","Total","Total","Asylum applicant","Person","5",""
"2014","Slovakia","Syria","Total","Total","Asylum applicant","Person","40",""
"2014","Slovakia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2014","United Kingdom","Ukraine","Total","Total","Asylum applicant","Person","285",""
"2014","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","1,855",""
"2014","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","940",""
"2014","United Kingdom","Libya","Total","Total","Asylum applicant","Person","740",""
"2014","United Kingdom","Syria","Total","Total","Asylum applicant","Person","2,355",""
"2014","United Kingdom","Yemen","Total","Total","Asylum applicant","Person","105",""
